customer_id,first_name,last_name,email,phone,gender,birth_date,registration_date,loyalty_points,age,age_group,customer_tenure_days,customer_tenure_months,customer_tenure_years,registration_year,registration_quarter,registration_month,registration_weekday,registered_on_weekend,loyalty_segment,loyalty_tier,is_senior,is_young_customer,is_adult,is_long_term_customer,is_new_customer,loyalty_points_per_year,email_domain
2202,Aarav,Desai,aarav.desai2202@gmail.com,9930067571,Male,1976-02-11,2023-08-27,3055,49,46-60,858,28.6,2.35,2023,3,August,Sunday,1,VIP,4,0,0,0,0,0,1294.49,gmail.com
2203,Diya,Joshi,diya.joshi2203@gmail.com,9354152518,Male,1988-03-07,2021-05-21,562,37,36-45,1686,56.2,4.62,2021,2,May,Friday,0,High,3,0,0,1,0,0,121.38,gmail.com
2204,Aarav,Bhatt,aarav.bhatt2204@gmail.com,9321257037,Female,1987-11-13,2024-01-01,1522,38,36-45,731,24.4,2.0,2024,1,January,Monday,0,VIP,4,0,0,1,0,0,757.21,gmail.com
2205,Riya,Joshi,riya.joshi2205@gmail.com,9499196200,Male,1998-06-27,2023-04-27,4137,27,26-35,980,32.7,2.68,2023,2,April,Thursday,0,VIP,4,0,0,1,0,0,1537.92,gmail.com
2206,Ananya,Kapoor,ananya.kapoor2206@gmail.com,9933881673,Male,1970-01-19,2023-01-29,1491,55,46-60,1068,35.6,2.93,2023,1,January,Sunday,1,VIP,4,0,0,0,0,0,507.14,gmail.com
2207,Aditya,Kapoor,aditya.kapoor2207@gmail.com,9771292288,Female,1993-05-19,2025-08-12,4201,32,26-35,142,4.7,0.39,2025,3,August,Tuesday,0,VIP,4,0,0,1,0,1,10502.5,gmail.com
2208,Riya,Bhatt,riya.bhatt2208@gmail.com,9199269425,Male,1988-11-21,2022-05-24,4660,37,36-45,1318,43.9,3.61,2022,2,May,Tuesday,0,VIP,4,0,0,1,0,0,1287.29,gmail.com
2209,Riya,Gupta,riya.gupta2209@gmail.com,9755866524,Female,1973-06-15,2021-11-17,3047,52,46-60,1506,50.2,4.13,2021,4,November,Wednesday,0,VIP,4,0,0,0,0,0,735.99,gmail.com
2210,Aarav,Kapoor,aarav.kapoor2210@gmail.com,9757515718,Male,2002-09-18,2022-12-18,3231,23,18-25,1110,37.0,3.04,2022,4,December,Sunday,1,VIP,4,0,1,0,0,0,1059.34,gmail.com
2211,Neha,Modi,neha.modi2211@gmail.com,9864889025,Male,1984-06-28,2022-08-07,3014,41,36-45,1243,41.4,3.41,2022,3,August,Sunday,1,VIP,4,0,0,1,0,0,881.29,gmail.com
2212,Vivaan,Mehta,vivaan.mehta2212@gmail.com,9828601807,Female,1991-01-21,2026-03-20,4535,34,26-35,-78,-2.6,-0.21,2026,1,March,Friday,0,VIP,4,0,0,1,0,1,-22675.0,gmail.com
2213,Riya,Mehta,riya.mehta2213@gmail.com,9676470492,Male,1978-10-16,2025-11-13,1208,47,46-60,49,1.6,0.13,2025,4,November,Thursday,0,VIP,4,0,0,0,0,1,8628.57,gmail.com
2214,Krishna,Gupta,krishna.gupta2214@gmail.com,9145212559,Female,2000-02-16,2022-02-15,123,25,18-25,1416,47.2,3.88,2022,1,February,Tuesday,0,Medium,2,0,1,0,0,0,31.62,gmail.com
2215,Priya,Mehta,priya.mehta2215@gmail.com,9108154020,Female,1977-07-21,2025-05-26,1568,48,46-60,220,7.3,0.6,2025,2,May,Monday,0,VIP,4,0,0,0,0,1,2570.49,gmail.com
2216,Neha,Patel,neha.patel2216@gmail.com,9975266950,Female,1983-04-14,2020-06-09,2983,42,36-45,2032,67.7,5.57,2020,2,June,Tuesday,0,VIP,4,0,0,1,1,0,534.59,gmail.com
2217,Priya,Joshi,priya.joshi2217@gmail.com,9816551944,Male,2000-07-04,2024-01-16,3961,25,18-25,716,23.9,1.96,2024,1,January,Tuesday,0,VIP,4,0,1,0,0,0,2010.66,gmail.com
2218,Riya,Gupta,riya.gupta2218@gmail.com,9220176856,Female,1983-08-08,2024-11-26,3857,42,36-45,401,13.4,1.1,2024,4,November,Tuesday,0,VIP,4,0,0,1,0,0,3474.77,gmail.com
2219,Ananya,Modi,ananya.modi2219@gmail.com,9401745118,Female,1974-10-03,2023-08-09,3457,51,46-60,876,29.2,2.4,2023,3,August,Wednesday,0,VIP,4,0,0,0,0,0,1434.44,gmail.com
2220,Arjun,Joshi,arjun.joshi2220@gmail.com,9537318060,Male,2005-05-12,2022-06-06,3624,20,18-25,1305,43.5,3.58,2022,2,June,Monday,0,VIP,4,0,1,0,0,0,1009.47,gmail.com
2221,Vivaan,Bhatt,vivaan.bhatt2221@gmail.com,9802791254,Female,1994-06-11,2022-02-05,4424,31,26-35,1426,47.5,3.91,2022,1,February,Saturday,1,VIP,4,0,0,1,0,0,1128.57,gmail.com
2222,Priya,Patel,priya.patel2222@gmail.com,9863277778,Male,1993-11-08,2024-03-24,1595,32,26-35,648,21.6,1.78,2024,1,March,Sunday,1,VIP,4,0,0,1,0,0,891.06,gmail.com
2223,Krishna,Trivedi,krishna.trivedi2223@gmail.com,9289487508,Male,1996-03-03,2023-08-05,3604,29,26-35,880,29.3,2.41,2023,3,August,Saturday,1,VIP,4,0,0,1,0,0,1489.26,gmail.com
2224,Priya,Joshi,priya.joshi2224@gmail.com,9769139949,Male,1988-04-03,2021-09-23,1955,37,36-45,1561,52.0,4.28,2021,3,September,Thursday,0,VIP,4,0,0,1,0,0,455.71,gmail.com
2225,Aarav,Gupta,aarav.gupta2225@gmail.com,9460565107,Male,1999-07-24,2025-01-14,3022,26,26-35,352,11.7,0.96,2025,1,January,Tuesday,0,VIP,4,0,0,1,0,1,3115.46,gmail.com
2226,Vivaan,Modi,vivaan.modi2226@gmail.com,9847429012,Male,2001-05-07,2023-02-08,1558,24,18-25,1058,35.3,2.9,2023,1,February,Wednesday,0,VIP,4,0,1,0,0,0,535.4,gmail.com
2227,Riya,Gupta,riya.gupta2227@gmail.com,9148889576,Female,1990-06-25,2021-05-08,1710,35,26-35,1699,56.6,4.65,2021,2,May,Saturday,1,VIP,4,0,0,1,0,0,366.95,gmail.com
2228,Ananya,Mehta,ananya.mehta2228@gmail.com,9601153537,Female,1980-02-06,2021-01-23,4191,45,36-45,1804,60.1,4.94,2021,1,January,Saturday,1,VIP,4,0,0,1,0,0,846.67,gmail.com
2229,Krishna,Shah,krishna.shah2229@gmail.com,9131760888,Male,1998-04-02,2023-08-24,3798,27,26-35,861,28.7,2.36,2023,3,August,Thursday,0,VIP,4,0,0,1,0,0,1602.53,gmail.com
2230,Priya,Bhatt,priya.bhatt2230@gmail.com,9635372768,Female,1987-05-03,2020-01-01,1540,38,36-45,2192,73.1,6.01,2020,1,January,Wednesday,0,VIP,4,0,0,1,1,0,255.81,gmail.com
2231,Aditya,Trivedi,aditya.trivedi2231@gmail.com,9681341426,Male,2002-08-21,2020-10-10,2330,23,18-25,1909,63.6,5.23,2020,4,October,Saturday,1,VIP,4,0,1,0,1,0,444.66,gmail.com
2232,Riya,Desai,riya.desai2232@gmail.com,9523996773,Female,2001-01-14,2025-06-16,3125,24,18-25,199,6.6,0.55,2025,2,June,Monday,0,VIP,4,0,1,0,0,1,5580.36,gmail.com
2233,Krishna,Joshi,krishna.joshi2233@gmail.com,9423571337,Male,1983-07-16,2024-09-04,3547,42,36-45,484,16.1,1.33,2024,3,September,Wednesday,0,VIP,4,0,0,1,0,0,2647.01,gmail.com
2234,Ananya,Bhatt,ananya.bhatt2234@gmail.com,9750574225,Male,1990-02-04,2025-04-12,4466,35,26-35,264,8.8,0.72,2025,2,April,Saturday,1,VIP,4,0,0,1,0,1,6117.81,gmail.com
2235,Vivaan,Joshi,vivaan.joshi2235@gmail.com,9798476576,Female,2005-01-27,2025-03-13,2234,20,18-25,294,9.8,0.81,2025,1,March,Thursday,0,VIP,4,0,1,0,0,1,2724.39,gmail.com
2236,Krishna,Joshi,krishna.joshi2236@gmail.com,9202906982,Male,1996-09-14,2020-12-31,2031,29,26-35,1827,60.9,5.01,2020,4,December,Thursday,0,VIP,4,0,0,1,1,0,404.58,gmail.com
2237,Neha,Modi,neha.modi2237@gmail.com,9941738028,Female,1997-02-25,2021-03-01,1344,28,26-35,1767,58.9,4.84,2021,1,March,Monday,0,VIP,4,0,0,1,0,0,277.11,gmail.com
2238,Aarav,Mehta,aarav.mehta2238@gmail.com,9204299766,Female,1984-11-27,2025-09-04,3268,41,36-45,119,4.0,0.33,2025,3,September,Thursday,0,VIP,4,0,0,1,0,1,9611.76,gmail.com
2239,Arjun,Patel,arjun.patel2239@gmail.com,9339745142,Male,1983-02-11,2023-08-04,4386,42,36-45,881,29.4,2.41,2023,3,August,Friday,0,VIP,4,0,0,1,0,0,1812.4,gmail.com
2240,Riya,Modi,riya.modi2240@gmail.com,9908597105,Female,1973-06-11,2026-01-11,4403,52,46-60,-10,-0.3,-0.03,2026,1,January,Sunday,1,VIP,4,0,0,0,0,1,-220150.0,gmail.com
2241,Priya,Kapoor,priya.kapoor2241@gmail.com,9249338363,Male,1978-07-22,2020-07-17,4940,47,46-60,1994,66.5,5.46,2020,3,July,Friday,0,VIP,4,0,0,0,1,0,903.11,gmail.com
2242,Krishna,Joshi,krishna.joshi2242@gmail.com,9281747067,Female,1995-03-18,2022-07-22,3708,30,26-35,1259,42.0,3.45,2022,3,July,Friday,0,VIP,4,0,0,1,0,0,1071.68,gmail.com
2243,Aarav,Bhatt,aarav.bhatt2243@gmail.com,9897771297,Female,1991-01-20,2021-12-23,3761,34,26-35,1470,49.0,4.03,2021,4,December,Thursday,0,VIP,4,0,0,1,0,0,930.94,gmail.com
2244,Diya,Bhatt,diya.bhatt2244@gmail.com,9600141442,Female,1997-05-26,2024-08-12,243,28,26-35,507,16.9,1.39,2024,3,August,Monday,0,Medium,2,0,0,1,0,0,173.57,gmail.com
2245,Priya,Desai,priya.desai2245@gmail.com,9296089487,Female,1978-01-06,2025-12-10,1588,48,46-60,22,0.7,0.06,2025,4,December,Wednesday,0,VIP,4,0,0,0,0,1,22685.71,gmail.com
2246,Aarav,Desai,aarav.desai2246@gmail.com,9911969245,Female,1972-05-03,2025-12-17,3170,53,46-60,15,0.5,0.04,2025,4,December,Wednesday,0,VIP,4,0,0,0,0,1,63400.0,gmail.com
2247,Aditya,Gupta,aditya.gupta2247@gmail.com,9377257834,Female,1985-06-20,2025-12-26,3196,40,36-45,6,0.2,0.02,2025,4,December,Friday,0,VIP,4,0,0,1,0,1,106533.33,gmail.com
2248,Vivaan,Joshi,vivaan.joshi2248@gmail.com,9841201756,Male,1995-06-03,2024-06-02,3703,30,26-35,578,19.3,1.58,2024,2,June,Sunday,1,VIP,4,0,0,1,0,0,2328.93,gmail.com
2249,Riya,Shah,riya.shah2249@gmail.com,9925077070,Female,1973-02-10,2021-03-16,1477,52,46-60,1752,58.4,4.8,2021,1,March,Tuesday,0,VIP,4,0,0,0,0,0,307.07,gmail.com
2250,Aditya,Kapoor,aditya.kapoor2250@gmail.com,9890463703,Female,1988-06-05,2022-06-06,96,37,36-45,1305,43.5,3.58,2022,2,June,Monday,0,Low,1,0,0,1,0,0,26.74,gmail.com
2251,Arjun,Bhatt,arjun.bhatt2251@gmail.com,9362766354,Female,1975-06-24,2021-03-29,1638,50,46-60,1739,58.0,4.76,2021,1,March,Monday,0,VIP,4,0,0,0,0,0,343.4,gmail.com
2252,Vivaan,Shah,vivaan.shah2252@gmail.com,9261685445,Female,1996-09-23,2024-12-02,1410,29,26-35,395,13.2,1.08,2024,4,December,Monday,0,VIP,4,0,0,1,0,0,1293.58,gmail.com
2253,Riya,Modi,riya.modi2253@gmail.com,9411393707,Male,2001-09-24,2023-03-23,4803,24,18-25,1015,33.8,2.78,2023,1,March,Thursday,0,VIP,4,0,1,0,0,0,1721.51,gmail.com
2254,Ananya,Joshi,ananya.joshi2254@gmail.com,9560827226,Female,1980-07-20,2020-02-24,3722,45,36-45,2138,71.3,5.86,2020,1,February,Monday,0,VIP,4,0,0,1,1,0,634.07,gmail.com
2255,Krishna,Kapoor,krishna.kapoor2255@gmail.com,9274811430,Female,1996-03-11,2020-05-17,768,29,26-35,2055,68.5,5.63,2020,2,May,Sunday,1,High,3,0,0,1,1,0,136.17,gmail.com
2256,Aarav,Modi,aarav.modi2256@gmail.com,9325592918,Female,1992-02-14,2020-07-30,3247,33,26-35,1981,66.0,5.43,2020,3,July,Thursday,0,VIP,4,0,0,1,1,0,596.88,gmail.com
2257,Ananya,Shah,ananya.shah2257@gmail.com,9817360041,Male,1981-02-20,2022-04-05,1997,44,36-45,1367,45.6,3.75,2022,2,April,Tuesday,0,VIP,4,0,0,1,0,0,531.12,gmail.com
2258,Ananya,Modi,ananya.modi2258@gmail.com,9552095366,Male,1974-04-15,2020-05-24,4319,51,46-60,2048,68.3,5.61,2020,2,May,Sunday,1,VIP,4,0,0,0,1,0,768.51,gmail.com
2259,Vivaan,Modi,vivaan.modi2259@gmail.com,9455148433,Male,1991-02-19,2022-10-25,526,34,26-35,1164,38.8,3.19,2022,4,October,Tuesday,0,High,3,0,0,1,0,0,164.38,gmail.com
2260,Aditya,Bhatt,aditya.bhatt2260@gmail.com,9496142279,Female,1978-07-01,2022-10-25,3408,47,46-60,1164,38.8,3.19,2022,4,October,Tuesday,0,VIP,4,0,0,0,0,0,1065.0,gmail.com
2261,Aditya,Kapoor,aditya.kapoor2261@gmail.com,9960394266,Female,1974-09-03,2023-06-11,1839,51,46-60,935,31.2,2.56,2023,2,June,Sunday,1,VIP,4,0,0,0,0,0,715.56,gmail.com
2262,Aditya,Bhatt,aditya.bhatt2262@gmail.com,9943041297,Female,1988-09-12,2020-07-21,3008,37,36-45,1990,66.3,5.45,2020,3,July,Tuesday,0,VIP,4,0,0,1,1,0,550.92,gmail.com
2263,Vivaan,Bhatt,vivaan.bhatt2263@gmail.com,9438285687,Male,1996-03-26,2026-02-21,2978,29,26-35,-51,-1.7,-0.14,2026,1,February,Saturday,1,VIP,4,0,0,1,0,1,-22907.69,gmail.com
2264,Krishna,Kapoor,krishna.kapoor2264@gmail.com,9614138076,Female,1999-10-09,2021-02-06,1024,26,26-35,1790,59.7,4.9,2021,1,February,Saturday,1,VIP,4,0,0,1,0,0,208.55,gmail.com
2265,Aarav,Mehta,aarav.mehta2265@gmail.com,9529321822,Male,2004-02-19,2024-06-24,257,21,18-25,556,18.5,1.52,2024,2,June,Monday,0,Medium,2,0,1,0,0,0,167.97,gmail.com
2266,Vivaan,Gupta,vivaan.gupta2266@gmail.com,9809379296,Male,1991-05-01,2024-05-25,1156,34,26-35,586,19.5,1.61,2024,2,May,Saturday,1,VIP,4,0,0,1,0,0,713.58,gmail.com
2267,Aditya,Mehta,aditya.mehta2267@gmail.com,9859096446,Male,1986-04-05,2023-05-16,3042,39,36-45,961,32.0,2.63,2023,2,May,Tuesday,0,VIP,4,0,0,1,0,0,1152.27,gmail.com
2268,Neha,Trivedi,neha.trivedi2268@gmail.com,9602271447,Female,1975-01-01,2022-03-23,3280,51,46-60,1380,46.0,3.78,2022,1,March,Wednesday,0,VIP,4,0,0,0,0,0,865.44,gmail.com
2269,Vivaan,Joshi,vivaan.joshi2269@gmail.com,9722650159,Male,1974-10-15,2025-04-14,887,51,46-60,262,8.7,0.72,2025,2,April,Monday,0,High,3,0,0,0,0,1,1215.07,gmail.com
2270,Diya,Modi,diya.modi2270@gmail.com,9254804706,Male,1987-03-16,2023-05-02,3010,38,36-45,975,32.5,2.67,2023,2,May,Tuesday,0,VIP,4,0,0,1,0,0,1123.13,gmail.com
2271,Diya,Kapoor,diya.kapoor2271@gmail.com,9237920241,Female,1980-06-09,2020-04-22,676,45,36-45,2080,69.3,5.7,2020,2,April,Wednesday,0,High,3,0,0,1,1,0,118.39,gmail.com
2272,Aditya,Trivedi,aditya.trivedi2272@gmail.com,9857541781,Male,1985-09-08,2023-04-21,2822,40,36-45,986,32.9,2.7,2023,2,April,Friday,0,VIP,4,0,0,1,0,0,1041.33,gmail.com
2273,Krishna,Shah,krishna.shah2273@gmail.com,9789844433,Male,2001-05-23,2022-04-27,569,24,18-25,1345,44.8,3.68,2022,2,April,Wednesday,0,High,3,0,1,0,0,0,154.2,gmail.com
2274,Ananya,Patel,ananya.patel2274@gmail.com,9867983052,Male,1982-03-21,2021-01-18,2650,43,36-45,1809,60.3,4.96,2021,1,January,Monday,0,VIP,4,0,0,1,0,0,533.2,gmail.com
2275,Aditya,Kapoor,aditya.kapoor2275@gmail.com,9524485740,Female,1977-10-21,2023-02-10,4193,48,46-60,1056,35.2,2.89,2023,1,February,Friday,0,VIP,4,0,0,0,0,0,1445.86,gmail.com
2276,Vivaan,Modi,vivaan.modi2276@gmail.com,9817068353,Female,1986-04-08,2021-08-13,2795,39,36-45,1602,53.4,4.39,2021,3,August,Friday,0,VIP,4,0,0,1,0,0,635.23,gmail.com
2277,Krishna,Modi,krishna.modi2277@gmail.com,9812673306,Male,2005-07-27,2020-01-04,3976,20,18-25,2189,73.0,6.0,2020,1,January,Saturday,1,VIP,4,0,1,0,1,0,661.56,gmail.com
2278,Krishna,Shah,krishna.shah2278@gmail.com,9632270861,Male,1998-04-25,2021-03-02,356,27,26-35,1766,58.9,4.84,2021,1,March,Tuesday,0,Medium,2,0,0,1,0,0,73.4,gmail.com
2279,Aditya,Joshi,aditya.joshi2279@gmail.com,9274291382,Male,1998-01-05,2024-11-25,3997,28,26-35,402,13.4,1.1,2024,4,November,Monday,0,VIP,4,0,0,1,0,0,3600.9,gmail.com
2280,Diya,Trivedi,diya.trivedi2280@gmail.com,9441664868,Female,1975-03-01,2024-03-17,244,50,46-60,655,21.8,1.79,2024,1,March,Sunday,1,Medium,2,0,0,0,0,0,135.56,gmail.com
2281,Aarav,Joshi,aarav.joshi2281@gmail.com,9143575918,Male,1978-10-18,2022-01-26,4432,47,46-60,1436,47.9,3.93,2022,1,January,Wednesday,0,VIP,4,0,0,0,0,0,1124.87,gmail.com
2282,Priya,Shah,priya.shah2282@gmail.com,9636822432,Female,1988-02-05,2020-08-06,1284,37,36-45,1974,65.8,5.41,2020,3,August,Thursday,0,VIP,4,0,0,1,1,0,236.9,gmail.com
2283,Aditya,Mehta,aditya.mehta2283@gmail.com,9298002944,Female,2002-12-16,2021-03-22,1996,23,18-25,1746,58.2,4.78,2021,1,March,Monday,0,VIP,4,0,1,0,0,0,416.7,gmail.com
2284,Arjun,Patel,arjun.patel2284@gmail.com,9695737306,Female,2004-01-14,2023-12-02,3424,21,18-25,761,25.4,2.08,2023,4,December,Saturday,1,VIP,4,0,1,0,0,0,1638.28,gmail.com
2285,Vivaan,Patel,vivaan.patel2285@gmail.com,9129422545,Male,1970-03-14,2020-02-01,4420,55,46-60,2161,72.0,5.92,2020,1,February,Saturday,1,VIP,4,0,0,0,1,0,745.36,gmail.com
2286,Arjun,Joshi,arjun.joshi2286@gmail.com,9354634697,Male,1984-10-22,2022-11-13,2887,41,36-45,1145,38.2,3.14,2022,4,November,Sunday,1,VIP,4,0,0,1,0,0,916.51,gmail.com
2287,Aditya,Trivedi,aditya.trivedi2287@gmail.com,9795657472,Male,1983-08-23,2025-03-14,2772,42,36-45,293,9.8,0.8,2025,1,March,Friday,0,VIP,4,0,0,1,0,1,3422.22,gmail.com
2288,Vivaan,Bhatt,vivaan.bhatt2288@gmail.com,9934849331,Female,1985-04-12,2025-12-26,1332,40,36-45,6,0.2,0.02,2025,4,December,Friday,0,VIP,4,0,0,1,0,1,44400.0,gmail.com
2289,Priya,Desai,priya.desai2289@gmail.com,9291216796,Male,1994-09-12,2024-09-15,2361,31,26-35,473,15.8,1.3,2024,3,September,Sunday,1,VIP,4,0,0,1,0,0,1802.29,gmail.com
2290,Priya,Bhatt,priya.bhatt2290@gmail.com,9682137191,Female,1970-04-07,2020-08-28,2540,55,46-60,1952,65.1,5.35,2020,3,August,Friday,0,VIP,4,0,0,0,1,0,473.88,gmail.com
2291,Ananya,Mehta,ananya.mehta2291@gmail.com,9721276274,Female,2004-04-23,2020-08-22,3472,21,18-25,1958,65.3,5.36,2020,3,August,Saturday,1,VIP,4,0,1,0,1,0,646.55,gmail.com
2292,Aditya,Trivedi,aditya.trivedi2292@gmail.com,9513285012,Male,1983-02-02,2025-04-17,2929,42,36-45,259,8.6,0.71,2025,2,April,Thursday,0,VIP,4,0,0,1,0,1,4068.06,gmail.com
2293,Riya,Shah,riya.shah2293@gmail.com,9491905502,Female,1984-09-12,2025-05-20,2489,41,36-45,226,7.5,0.62,2025,2,May,Tuesday,0,VIP,4,0,0,1,0,1,3950.79,gmail.com
2294,Priya,Desai,priya.desai2294@gmail.com,9611512141,Female,1983-04-28,2021-07-25,4275,42,36-45,1621,54.0,4.44,2021,3,July,Sunday,1,VIP,4,0,0,1,0,0,960.67,gmail.com
2295,Krishna,Trivedi,krishna.trivedi2295@gmail.com,9462470357,Female,1985-03-27,2022-08-21,345,40,36-45,1229,41.0,3.37,2022,3,August,Sunday,1,Medium,2,0,0,1,0,0,102.07,gmail.com
2296,Vivaan,Trivedi,vivaan.trivedi2296@gmail.com,9924671034,Male,2001-06-05,2023-03-07,247,24,18-25,1031,34.4,2.82,2023,1,March,Tuesday,0,Medium,2,0,1,0,0,0,87.28,gmail.com
2297,Aditya,Shah,aditya.shah2297@gmail.com,9281272115,Female,1998-10-22,2021-07-30,4676,27,26-35,1616,53.9,4.43,2021,3,July,Friday,0,VIP,4,0,0,1,0,0,1053.15,gmail.com
2298,Krishna,Mehta,krishna.mehta2298@gmail.com,9268474728,Female,1996-12-12,2026-02-14,1797,29,26-35,-44,-1.5,-0.12,2026,1,February,Saturday,1,VIP,4,0,0,1,0,1,-16336.36,gmail.com
2299,Ananya,Trivedi,ananya.trivedi2299@gmail.com,9610477588,Female,1980-11-16,2023-09-29,3156,45,36-45,825,27.5,2.26,2023,3,September,Friday,0,VIP,4,0,0,1,0,0,1390.31,gmail.com
2300,Priya,Bhatt,priya.bhatt2300@gmail.com,9867349423,Female,1982-05-04,2025-12-30,1481,43,36-45,2,0.1,0.01,2025,4,December,Tuesday,0,VIP,4,0,0,1,0,1,74050.0,gmail.com
2301,Krishna,Bhatt,krishna.bhatt2301@gmail.com,9762035592,Male,1991-11-01,2021-11-05,191,34,26-35,1518,50.6,4.16,2021,4,November,Friday,0,Medium,2,0,0,1,0,0,45.8,gmail.com
2302,Riya,Gupta,riya.gupta2302@gmail.com,9771295213,Male,2000-08-02,2020-10-27,4222,25,18-25,1892,63.1,5.18,2020,4,October,Tuesday,0,VIP,4,0,1,0,1,0,813.49,gmail.com
2303,Priya,Desai,priya.desai2303@gmail.com,9325823999,Female,1997-08-10,2021-04-07,4775,28,26-35,1730,57.7,4.74,2021,2,April,Wednesday,0,VIP,4,0,0,1,0,0,1005.26,gmail.com
2304,Neha,Trivedi,neha.trivedi2304@gmail.com,9239172465,Female,2001-12-26,2021-08-02,4932,24,18-25,1613,53.8,4.42,2021,3,August,Monday,0,VIP,4,0,1,0,0,0,1113.32,gmail.com
2305,Aditya,Patel,aditya.patel2305@gmail.com,9822139778,Female,1986-01-10,2020-08-25,699,40,36-45,1955,65.2,5.36,2020,3,August,Tuesday,0,High,3,0,0,1,1,0,130.17,gmail.com
2306,Diya,Patel,diya.patel2306@gmail.com,9362868289,Male,1972-01-12,2021-03-09,3164,54,46-60,1759,58.6,4.82,2021,1,March,Tuesday,0,VIP,4,0,0,0,0,0,655.07,gmail.com
2307,Priya,Modi,priya.modi2307@gmail.com,9134056758,Male,1997-05-01,2022-04-12,2423,28,26-35,1360,45.3,3.73,2022,2,April,Tuesday,0,VIP,4,0,0,1,0,0,647.86,gmail.com
2308,Riya,Trivedi,riya.trivedi2308@gmail.com,9806831000,Male,1992-10-28,2025-02-16,1727,33,26-35,319,10.6,0.87,2025,1,February,Sunday,1,VIP,4,0,0,1,0,1,1962.5,gmail.com
2309,Arjun,Joshi,arjun.joshi2309@gmail.com,9296510317,Female,1972-10-26,2020-02-18,2012,53,46-60,2144,71.5,5.87,2020,1,February,Tuesday,0,VIP,4,0,0,0,1,0,342.18,gmail.com
2310,Vivaan,Desai,vivaan.desai2310@gmail.com,9770684798,Male,1993-09-09,2025-06-15,2501,32,26-35,200,6.7,0.55,2025,2,June,Sunday,1,VIP,4,0,0,1,0,1,4466.07,gmail.com
2311,Riya,Patel,riya.patel2311@gmail.com,9317442390,Male,1999-08-17,2023-01-24,1884,26,26-35,1073,35.8,2.94,2023,1,January,Tuesday,0,VIP,4,0,0,1,0,0,638.64,gmail.com
2312,Neha,Gupta,neha.gupta2312@gmail.com,9802399579,Male,1973-10-10,2026-02-05,1081,52,46-60,-35,-1.2,-0.1,2026,1,February,Thursday,0,VIP,4,0,0,0,0,1,-12011.11,gmail.com
2313,Aarav,Trivedi,aarav.trivedi2313@gmail.com,9719676817,Female,1976-08-27,2025-06-14,3896,49,46-60,201,6.7,0.55,2025,2,June,Saturday,1,VIP,4,0,0,0,0,1,6957.14,gmail.com
2314,Vivaan,Shah,vivaan.shah2314@gmail.com,9354091098,Female,1976-10-02,2025-12-22,4322,49,46-60,10,0.3,0.03,2025,4,December,Monday,0,VIP,4,0,0,0,0,1,108050.0,gmail.com
2315,Aarav,Shah,aarav.shah2315@gmail.com,9617680497,Male,1993-04-09,2023-04-06,4869,32,26-35,1001,33.4,2.74,2023,2,April,Thursday,0,VIP,4,0,0,1,0,0,1770.55,gmail.com
2316,Neha,Kapoor,neha.kapoor2316@gmail.com,9846434273,Male,1991-06-20,2020-12-06,3709,34,26-35,1852,61.7,5.07,2020,4,December,Sunday,1,VIP,4,0,0,1,1,0,730.12,gmail.com
2317,Krishna,Desai,krishna.desai2317@gmail.com,9977397476,Male,1980-07-03,2023-06-06,1457,45,36-45,940,31.3,2.58,2023,2,June,Tuesday,0,VIP,4,0,0,1,0,0,562.55,gmail.com
2318,Krishna,Gupta,krishna.gupta2318@gmail.com,9627681383,Male,1981-03-24,2023-07-02,381,44,36-45,914,30.5,2.5,2023,3,July,Sunday,1,Medium,2,0,0,1,0,0,151.79,gmail.com
2319,Riya,Joshi,riya.joshi2319@gmail.com,9573885381,Male,1970-08-20,2025-06-06,4012,55,46-60,209,7.0,0.57,2025,2,June,Friday,0,VIP,4,0,0,0,0,1,6917.24,gmail.com
2320,Vivaan,Gupta,vivaan.gupta2320@gmail.com,9529284847,Female,1978-03-05,2025-06-15,3278,47,46-60,200,6.7,0.55,2025,2,June,Sunday,1,VIP,4,0,0,0,0,1,5853.57,gmail.com
2321,Arjun,Shah,arjun.shah2321@gmail.com,9903375550,Female,1995-08-14,2021-07-20,3070,30,26-35,1626,54.2,4.45,2021,3,July,Tuesday,0,VIP,4,0,0,1,0,0,688.34,gmail.com
2322,Neha,Mehta,neha.mehta2322@gmail.com,9344208905,Male,2004-10-27,2024-12-04,2970,21,18-25,393,13.1,1.08,2024,4,December,Wednesday,0,VIP,4,0,1,0,0,0,2724.77,gmail.com
2323,Aarav,Shah,aarav.shah2323@gmail.com,9168623585,Male,1995-04-13,2025-02-19,2320,30,26-35,316,10.5,0.87,2025,1,February,Wednesday,0,VIP,4,0,0,1,0,1,2636.36,gmail.com
2324,Priya,Kapoor,priya.kapoor2324@gmail.com,9946721172,Male,1992-01-19,2023-06-15,489,33,26-35,931,31.0,2.55,2023,2,June,Thursday,0,Medium,2,0,0,1,0,0,191.02,gmail.com
2325,Vivaan,Kapoor,vivaan.kapoor2325@gmail.com,9639660878,Male,1993-01-18,2025-05-03,3114,32,26-35,243,8.1,0.67,2025,2,May,Saturday,1,VIP,4,0,0,1,0,1,4579.41,gmail.com
2326,Neha,Mehta,neha.mehta2326@gmail.com,9212667442,Male,1989-11-28,2022-09-01,2979,36,36-45,1218,40.6,3.34,2022,3,September,Thursday,0,VIP,4,0,0,1,0,0,889.25,gmail.com
